time,open,high,low,close,tick_volume,volume,body,range,body_ratio,upper_wick,lower_wick
2026-02-18 15:00:00,1.18419,1.1847,1.18338,1.1835,0.0,0.0,0.0006900000000000794,0.0013199999999999878,0.5227272727273378,0.0005100000000000104,0.00011999999999989797
2026-02-18 19:00:00,1.18348,1.18411,1.18293,1.1835,0.0,0.0,1.999999999990898e-05,0.0011799999999999589,0.016949152542296335,0.0006099999999999994,0.0005500000000000504
2026-02-18 23:00:00,1.18346,1.1849,1.18136,1.18225,0.0,0.0,0.0012099999999999334,0.0035400000000000986,0.3418079096044914,0.0014400000000001079,0.0008900000000000574
2026-02-19 03:00:00,1.18223,1.18254,1.17836,1.1787,0.0,0.0,0.003529999999999811,0.0041799999999998505,0.8444976076554874,0.00031000000000003247,0.00034000000000000696
2026-02-19 07:00:00,1.1787,1.17905,1.17826,1.17886,0.0,0.0,0.00015999999999993797,0.0007899999999998464,0.20253164556958111,0.00018999999999991246,0.00043999999999999595
2026-02-19 11:00:00,1.17887,1.17958,1.17861,1.1791,0.0,0.0,0.00022999999999995246,0.0009700000000001374,0.23711340206177306,0.00048000000000003595,0.000260000000000149
2026-02-19 15:00:00,1.17911,1.18038,1.17853,1.18018,0.0,0.0,0.0010699999999999044,0.0018499999999999073,0.5783783783783557,0.00019999999999997797,0.0005800000000000249
2026-02-19 19:00:00,1.18017,1.18079,1.17762,1.17808,0.0,0.0,0.0020899999999999253,0.003170000000000117,0.6593059936908038,0.0006200000000000649,0.000460000000000127
2026-02-19 23:00:00,1.17805,1.1781,1.17428,1.17634,0.0,0.0,0.0017100000000001003,0.0038199999999999346,0.44764397905762554,4.999999999988347e-05,0.0020599999999999508
2026-02-20 03:00:00,1.17633,1.17742,1.17564,1.17636,0.0,0.0,2.999999999997449e-05,0.0017799999999998928,0.016853932584256347,0.0010599999999998388,0.0006900000000000794
2026-02-20 07:00:00,1.17636,1.17785,1.17636,1.17689,0.0,0.0,0.0005299999999999194,0.0014899999999999913,0.35570469798652515,0.0009600000000000719,0.0
2026-02-20 11:00:00,1.1769,1.17721,1.17545,1.17581,0.0,0.0,0.0010900000000000354,0.0017599999999999838,0.6193181818182076,0.00031000000000003247,0.00035999999999991594
